11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,11,11
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,11,11
256,256,0,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,256,256,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,256,256,11,11
11,11,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,11,11
11,11,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,0,0,0,11,11
11,11,256,256,256,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
512,267,256,256,256,256,256,256,256,256,256,267,256,256,256,256,267,256,256,256,256,256,256,256,256,256,256,256,256,256,267,267
267,267,256,256,256,256,256,256,256,256,256,267,256,267,267,267,267,256,256,256,256,256,256,256,256,256,256,256,256,256,267,267
267,267,267,267,267,267,267,267,256,256,256,267,256,256,256,256,267,256,256,256,256,256,256,256,256,256,256,256,256,256,267,267
267,267,267,267,267,267,267,267,256,256,256,267,267,267,267,256,267,256,256,267,267,267,267,267,267,267,267,256,256,256,267,267
267,267,267,267,267,267,267,267,256,256,256,267,267,267,267,256,267,256,256,267,267,267,267,267,267,267,267,256,256,256,267,267
267,267,256,256,256,256,256,256,256,256,256,267,256,256,256,256,267,256,256,267,267,267,267,267,267,267,267,256,256,256,267,267
267,267,256,256,256,256,256,256,256,256,256,267,267,267,267,267,267,256,256,267,267,267,267,267,267,267,267,256,256,256,267,267
267,267,256,256,256,267,267,267,267,267,267,267,267,267,267,267,267,256,256,267,267,267,267,267,267,267,267,256,256,256,267,267
256,523,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,523,523,523,523,523,523,523,523,512,512,512,512,512
523,523,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,523,523,523,523,523,523,523,523,512,512,512,512,512
523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,523,512,512,512
523,523,512,512,512,512,512,512,512,512,512,512,512,512,512,523,523,523,512,512,512,512,512,512,512,512,512,512,523,512,512,512
523,523,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,523,512,512,512
523,523,518,518,518,523,523,523,523,256,256,256,256,512,512,512,512,512,512,512,523,523,523,256,512,523,512,512,523,512,512,512
576,577,578,579,580,581,582,523,523,523,523,523,523,512,512,523,523,512,512,512,523,523,523,256,512,523,512,512,512,512,512,512
608,609,610,611,612,613,614,523,523,523,523,523,523,512,512,512,512,512,512,512,523,523,523,256,512,512,512,512,512,512,512,512
